sampleName	Feature163	Feature178	Feature608	Feature925	Feature3075	Feature5312	Feature6385	Feature6659	Feature7498	Feature7618	Feature7681	Feature8976	Feature9605	Feature9927	Feature12923	Feature12947	Feature14054	Feature14205	Feature14461	Feature14674	Feature7454	Feature10310	Feature3370	Feature10941	Feature9444	Feature9766	Feature5178	Feature12626	Feature8528	Feature10981	Feature10174	Feature9359	Feature9923	Feature1888	Feature3194	Feature3248	Feature14338	Feature1359	Feature14139	Feature2716	Feature7151	Feature10849	Feature10497	Feature6164	Feature2760	Feature6966	Feature620	Feature2823	Feature8751	Feature12692	Feature10121	Feature8566	Feature623	Feature5023	Feature3920	Feature8119	Feature1429	Feature830	Feature5108	Feature6559	Feature5599	Feature7863	Feature8897	Feature220	Feature245	Feature9719	Feature3505	Feature1019	Feature6463	Feature7963	Feature7989	Feature11012	Feature12604	Feature10347	Feature8766	Feature4057	Feature5995	Feature8516	Feature291	Feature9380	Feature4629	Feature9263	Feature4592	Feature12087	Feature7306	Feature9650	Feature3983	Feature1518	Feature4236	Feature2078	Feature8549	Feature6502	Feature8141	Feature4435	Feature12663	Feature14521	Feature1322	Feature11817	Feature7414	Feature5425
COVID19_Patient1	6.75559870234499	-3.90749848747515	10.3047320904672	13.2198414970152	8.44776378524172	2.76888342867661	9.93586905437426	13.8730700323854	-1.93089451308353	5.21229389199251	7.377232757294	7.50934935471404	10.9696153808037	6.76081319955968	-2.6042567617429	-3.33288740815113	7.26794426008906	-3.33288740815113	-0.476474842427042	-1.93089451308353	-0.29239458646752	5.87182857914693	0.762877142975398	6.82320663684151	-2.34331363868614	-3.90749848747515	2.85592244693424	-3.90749848747515	-3.90749848747515	-1.76184335996233	-0.847600057429408	1.77606943498895	8.13687533058588	5.68514329896293	7.33473873938538	10.064521951103	4.92237663903749	7.50521262440404	0.992995462253936	10.4444212301191	0.420315416794173	-0.847600057429408	-0.235908187497706	7.97729596515507	5.66303321630117	5.81864827600981	8.18211467406897	1.53766557971739	5.33156826597351	3.9286358884168	-1.47360874047389	3.66501064517588	7.52194480306767	5.33856009205647	-0.543452428049752	2.35624524405686	6.32157903185823	6.79383175199706	-0.934831005469322	3.40126691490488	8.63959959337752	6.31450421982315	8.01633467602577	0.706342221030722	-2.12241684893475	6.49587280700646	1.32882937228143	-1.23348191219931	8.7240062298199	3.94705180436359	9.41071333848345	6.71363823979075	-2.92305360547858	-0.765344055831681	0.310812567095074	-0.765344055831681	3.62744262751719	0.06319671312606	-0.181550343932734	1.72005924383411	10.0460426362157	2.47098463571863	1.76226942448982	7.81716161589601	8.42577280312743	9.72916727581955	5.49485290080706	5.56011464369971	-0.351183059386975	-2.92305360547858	0.310812567095074	9.53885630130847	3.49603273013755	8.16844597445622	-1.23348191219931	2.21141415353455	-2.6042567617429	-3.33288740815113	3.65010062469844	-1.93089451308353
COVID19_Patient2	7.39896585103093	-3.90749848747515	12.1625167886294	14.7978763071194	10.7232230292596	2.28289593056223	11.6024883715003	15.263564595447	-1.32443730423986	5.64700239582626	8.64086374336751	8.58339641773411	13.0047415959205	8.06688659961696	-1.71663582123739	-1.32443730423986	7.39693325729957	-3.90749848747515	-0.193399586969923	-2.62873241458532	-0.0445532342834137	6.79733357750507	0.482645796368853	8.68184252162351	-3.90749848747515	-3.90749848747515	2.55201729646138	-3.90749848747515	-3.90749848747515	-3.13084125433796	-2.25697722786406	1.26020806647799	10.7495068913798	6.35164484714154	9.03399058182858	11.865958538019	6.07484378357077	10.1325997917363	0.530897388036671	12.6166795948687	1.14091460645496	-1.96165584357454	0.381013471611554	9.08487640269359	6.35834571002253	6.65559526874883	9.21620983970389	1.76268975012999	6.81570896835792	3.3756364884787	-2.25697722786406	4.53671873978031	8.87427050003739	6.22446460888454	-2.25697722786406	3.10784107396252	7.78544861085184	9.61526865323621	-0.88396485163983	4.50385425670802	10.3140060033643	8.25974253399442	8.42485251045098	0.867910466366871	-1.96165584357454	9.09444037494313	0.709222401086515	-1.71663582123739	9.6731010389598	5.10344701089307	12.0442244342915	8.22464645882728	-2.62873241458532	-1.01638818653734	-1.50724994147081	-2.62873241458532	4.5307987951533	0.709222401086515	-0.88396485163983	2.56366117917512	12.7927382947371	3.09986605438735	0.941155326875181	10.1911284404686	11.140627134871	11.5502915587295	7.70229898886244	6.58092886348308	-0.762681168363616	-3.90749848747515	0.432724399863889	11.6540117849416	2.97462755753439	10.44750663395	-2.25697722786406	1.47274401238366	-2.25697722786406	-3.90749848747515	2.76871631255494	-3.13084125433796
COVID19_Patient3	6.45495772559419	-3.90749848747515	11.5237339878083	14.1898785033802	10.1443413572803	2.35311369631923	11.3385544561213	15.3150863228599	-2.13287912912363	5.54288013289725	8.69462909927252	7.87881983338845	12.8472190225326	7.74767306902744	-1.51859667933293	-1.69579599463603	7.47123467988632	-3.90749848747515	-0.410361561551325	-2.76297001881618	-1.51859667933293	6.41800059791154	0.20894707720768	8.75958581045561	-3.90749848747515	-3.90749848747515	2.40897332550411	-3.90749848747515	-3.90749848747515	-3.22459326042728	-1.8978479821642	1.24249451689443	10.3118493751633	6.40912518539472	8.24157387127262	11.780556073356	5.705622698051	9.96723542174324	0.713639283245036	12.7222047642644	0.748698821059707	-3.90749848747515	0.10455459117307	8.44914852605056	6.74812031967307	6.46487477627339	9.0013446302565	0.6777064833303	6.66223525594428	3.30886046108772	-2.76297001881618	4.5096068561051	8.67254801356402	6.1535568598542	-1.51859667933293	3.36077154814306	7.76490060204086	8.8037534535817	0.640855805273469	4.23768015650299	9.71681642770154	7.53601154784133	8.68164784174279	1.31446204796125	-3.90749848747515	8.69139471886631	0.20894707720768	-2.13287912912363	9.41292412801216	5.16710681348747	11.2981247700106	7.88916769092655	-2.41379585259296	-0.573997508626098	-0.0677278204755427	-1.51859667933293	3.78054334277273	-0.195190362035499	-2.13287912912363	2.46275050848447	12.3477097864344	2.91259522850129	0.88099146714529	9.86715416399658	10.928263477676	10.9115613472899	7.57621225188789	6.39536318712027	-1.08911967116574	-3.22459326042728	-0.663346597909297	11.5329159238198	2.81672736323651	10.1894479938512	-2.76297001881618	1.70202529939051	-1.51859667933293	-3.90749848747515	2.86545745833508	-0.970330683435437
Asthma_Patient1	-0.82132831481516	-3.38069983026724	3.80002582415067	6.9505034616004	1.46917521060051	2.45943221099629	2.59884714899559	9.17543952804528	-2.69201495559931	4.40085171025964	3.06664317027665	1.30739373664016	3.52983670186968	-1.59525212855924	-3.38069983026724	-2.69201495559931	0.533071553180878	-3.90749848747515	-3.90749848747515	-3.90749848747515	0.00929506850931706	-1.87712685775914	0.533071553180878	-1.06548485892594	-1.2547265800362	-3.90749848747515	2.31363786826569	-2.99564791469654	-3.90749848747515	-3.38069983026724	-0.320347556865474	2.95632737939255	2.96177626850287	4.60616045408929	-0.898212474620609	5.75929751455564	-3.90749848747515	-0.122876065314632	2.51978305284842	6.4913204876475	-1.87712685775914	-2.99564791469654	-0.898212474620609	4.60616045408929	-0.48849488634268	-0.748334992107111	5.00225517229495	-0.748334992107111	-0.430240906888435	4.03786263128405	-1.47259364531874	1.02460146577734	4.07353253472031	3.51508769065002	-0.748334992107111	1.32441307492948	-0.612572937026778	-0.320347556865474	-0.979425736827226	-1.87712685775914	3.84199644001144	0.645687627763736	3.31674982876871	-0.374248131561864	-2.22778494880874	-0.898212474620609	-0.374248131561864	-2.44130748311459	1.06566631847283	0.775120051852735	5.3275455180316	2.77631475231181	-1.35955139408276	-1.2547265800362	0.242060811373309	-0.898212474620609	0.724731797902613	-1.15700503096087	-0.320347556865474	-0.169768179785789	4.95522569084249	1.74675403080642	0.44243722439585	-0.48849488634268	3.89707125641817	3.51878910339534	-1.2547265800362	1.37429860847474	-0.320347556865474	-2.04182825796733	1.02460146577734	4.81022734660276	4.47321976999351	4.23074341146963	-1.59525212855924	2.51237582462214	-3.90749848747515	-3.90749848747515	4.25978734178563	-3.38069983026724
Asthma_Patient2	-0.388572139045333	-3.34620088276461	4.06771321182926	7.37513805490719	1.2317622030128	1.95225985927313	2.05486221470731	8.88111540758907	-3.34620088276461	4.17031720556341	2.79577240822912	1.06694511918057	3.6681370449974	-1.26790650809019	-2.94314300952405	-3.90749848747515	0.272127959674041	-3.90749848747515	-3.34620088276461	-3.90749848747515	-0.883544624751251	-2.15133809121887	-0.116613137134783	-0.883544624751251	-1.96130105388261	-3.90749848747515	2.54467583751462	-2.94314300952405	-2.62845073066338	-3.34620088276461	-0.513544692761439	2.78254280912855	2.5985132354375	4.29434421256895	0.024928842149548	6.07294720087265	-3.90749848747515	-0.0207260806247783	3.351686055916	6.20338812494903	-3.34620088276461	-2.94314300952405	-1.38244237903733	4.16267852717164	-0.513544692761439	-0.580339940824933	4.93035642638858	-1.79340779304147	-0.449705630140321	4.01212214094748	-3.34620088276461	0.450013297712208	3.57529201299932	3.64639306858145	0.153816489799505	1.15170602168557	-0.116613137134783	0.483102091298068	-1.96130105388261	-1.96130105388261	3.5205642728539	0.0691831968658454	2.80234199057866	-0.219329832507236	-2.37026044289475	-0.723991504821616	-0.723991504821616	-3.34620088276461	0.751020738285188	0.194341307027971	4.93932562603143	2.79577240822912	-0.883544624751251	-1.64303215472436	-0.0678731276818341	-0.883544624751251	0.608353186599124	-0.16705752765168	-0.650378507564248	0.345934240080027	4.75688493848095	0.999937577216193	0.547086459774715	0.309503026803755	4.15756351268188	3.40013236083584	-0.883544624751251	1.15170602168557	-0.801563489814278	-1.64303215472436	0.830305833334435	4.24696879105486	4.34472095203638	3.65730602144429	-0.723991504821616	2.56799543948351	-3.90749848747515	-3.34620088276461	4.10273162931657	-1.96130105388261
Asthma_Patient3	-0.138442273067577	-3.90749848747515	3.92790936917101	6.99998115220734	1.16943833196426	2.59769934507344	2.64161210069033	9.1752085346308	-3.35374710204217	4.47075057660719	3.01989544029767	1.49081746315852	3.82057060549308	-1.52591638637409	-3.90749848747515	-3.90749848747515	0.393789634472983	-3.35374710204217	-3.35374710204217	-3.90749848747515	-0.295199809658658	-2.9545720742563	-0.0897591657671612	-0.0426653639016986	-2.6422458590093	-3.35374710204217	2.44910832309574	-3.90749848747515	-3.90749848747515	-1.97869766991103	-0.990913464922809	2.84937220303358	2.89241573392646	4.15698381030506	0.2498941798224	5.86028463771349	-3.35374710204217	-0.67144099050594	3.23104364172175	6.52479909928052	-2.9545720742563	-1.40186752892616	-0.241032575122413	4.87195857935395	-0.0426653639016986	-0.241032575122413	4.85340548906754	-1.40186752892616	-0.0426653639016986	4.22109910367963	-3.90749848747515	0.615510738994423	3.64831048044458	3.83009050540812	0.807652124247941	1.33905837936603	0.211560319365215	0.427627703548403	-1.81147836474445	-2.6422458590093	4.35681726762187	0.954152201459564	3.25950596217704	-0.74492425175923	-2.6422458590093	-0.990913464922809	-0.471089983800334	-2.9545720742563	1.80588781368158	0.211560319365215	5.21367862730107	2.68422762759153	-1.18180708373925	-1.97869766991103	-0.471089983800334	-1.97869766991103	1.04415690979477	-1.28764552256346	-0.67144099050594	0.728417254137555	4.36557234578007	1.84397688818585	1.16943833196426	0.427627703548403	4.06053148436564	1.39143865769329	-0.990913464922809	0.644576505640296	-0.822352181027026	-2.9545720742563	0.673068234545201	4.48488214680363	4.24264522842001	3.75211210460296	0.172180021480242	2.57523134740193	-3.90749848747515	-3.90749848747515	4.51273667895735	-2.16787143513366
COPD_Patient1	-0.393172855235108	-3.90749848747515	4.00993278366655	6.93454500633338	1.67504992767896	2.42559227314452	2.36496954889931	8.87189900152824	-2.6314124784889	4.14225655276477	2.87393303205749	0.79951010035723	3.64502551230268	-1.16608712219706	-3.34782377500689	-3.34782377500689	0.57322924188207	-3.90749848747515	-3.90749848747515	-3.90749848747515	-0.887965094991101	-1.16608712219706	0.0202183712039631	-1.38660648558554	-3.34782377500689	-3.90749848747515	2.60105695224478	-3.90749848747515	-3.34782377500689	-2.6314124784889	-2.37356273154298	2.99888886703157	2.54750716438862	4.31014164653192	-0.518105558107138	5.8957012350206	-3.90749848747515	-0.12128952034203	1.5088833366853	6.26088630841089	-2.6314124784889	-2.9455983540364	-0.974848435313105	4.03794117785934	-0.974848435313105	-1.16608712219706	5.02804638868906	-0.806018242223012	-0.65489159403656	3.93147611410601	-2.6314124784889	0.304733356735996	3.71955229215725	3.63405745238286	-0.171720931193303	1.74468487213657	-0.65489159403656	0.189594197306561	-1.96503236786959	-2.37356273154298	3.70215386260479	1.12609052787152	2.82333137391632	-1.2721375356435	-2.15488507878732	-0.584878048596504	-0.278201983248447	-1.79728295019111	1.63159632925183	0.0644627362006741	4.86874933784816	3.13995818173173	-2.15488507878732	-1.64702268901007	-0.0254259195553056	-0.887965094991101	1.12609052787152	-1.06730135326021	-0.454287283245065	0.0644627362006741	4.90265641325603	1.57154415758938	1.40947343720171	0.603532718361655	4.0654161580162	3.31039424881665	-1.2721375356435	0.900598219004519	-0.887965094991101	-1.2721375356435	0.189594197306561	4.50734171382438	4.19046843329728	2.92881584341483	-1.2721375356435	2.11445808772018	-2.9455983540364	-3.34782377500689	4.25393567498609	-1.64702268901007
COPD_Patient2	-0.50264001476967	-3.36474884594677	3.65611326366342	6.69081779977241	1.5194592368759	2.33865099359064	2.55583856628345	8.88623982148179	-3.90749848747515	4.13486743722526	3.09222500748337	0.824650890941585	3.57368990948871	-1.83806300498293	-3.36474884594677	-3.36474884594677	-0.0295198085140324	-3.90749848747515	-3.90749848747515	-3.90749848747515	-0.273061185167962	-1.31672660572801	-0.122063412154903	-1.21129195014293	-2.40823416716628	-3.36474884594677	2.80236295027983	-3.36474884594677	-3.36474884594677	-3.90749848747515	-1.02105600854222	3.43441115852751	2.6567728240401	3.90210205900982	-0.632762774583612	6.09458788147171	-3.90749848747515	-0.122063412154903	2.67063237828639	6.31411439763704	-2.66246601852882	-2.66246601852882	-0.702507477474048	4.4681538024167	-0.44173052040798	0.139461698292091	4.81088571568492	-0.775795913599167	-0.44173052040798	4.14978712966116	-2.00427593039078	0.799642289959385	3.6768623993542	3.52111176416865	0.139461698292091	0.943577089188205	-0.632762774583612	-0.327122493944085	-0.632762774583612	-3.36474884594677	4.04727795849273	0.824650890941585	2.6567728240401	-0.50264001476967	-2.66246601852882	-1.68903646462096	0.0146170553121814	-2.19216233075732	1.79725135861589	0.582241974803125	5.10941230605675	2.49482415109464	-1.68903646462096	-2.66246601852882	-0.38328874529729	-1.31672660572801	1.34029423791119	-0.775795913599167	0.394571788583456	-0.273061185167962	4.47803952014335	1.63706817821149	0.920563220002734	-0.075049695861963	4.0446195401579	3.01827575231948	-0.44173052040798	0.552610355196794	-0.853007565094259	-0.50264001476967	1.05344201395236	4.41562681916138	3.99591081206887	3.69053120141778	-1.83806300498293	2.24911917344295	-2.97129017314007	-3.90749848747515	4.35897657691087	-2.97129017314007
COPD_Patient3	-0.558005473145867	-3.90749848747515	4.10597085409172	7.2398718447356	1.70425994509469	2.53748292199601	2.3403289916891	8.86936374993753	-3.90749848747515	3.86229176027318	2.92202148458406	1.13397406278231	3.62654665845983	-2.13384606528592	-1.7743102181338	-3.90749848747515	0.404995476204046	-3.90749848747515	-3.90749848747515	-3.90749848747515	-0.77963552864915	-2.13384606528592	-0.196452508612195	-1.14068208387904	-2.93100731258117	-2.93100731258117	2.71090509219643	-3.33816589584305	-3.90749848747515	-3.90749848747515	-0.558005473145867	3.23524905065117	2.85287959632522	4.13008031879961	-0.628166048984215	5.57361379902086	-3.33816589584305	-0.558005473145867	2.44654410332509	6.31542877952998	-3.33816589584305	-3.33816589584305	-0.948893790297144	4.31203743776639	-0.861783890554217	0.257150558751834	5.01241697813048	-1.24707028867691	-0.701913841402853	4.11673594309039	-3.33816589584305	1.00084456700267	3.80354023496911	3.58062959194541	-0.250763331552945	1.52191047868066	-0.365932434070573	-0.14411227850869	-1.62337061539957	-2.35396699298426	4.03963685248434	0.404995476204046	2.93424432657474	-0.427158855936908	-2.93100731258117	-0.491099265178422	0.332966051099222	-2.93100731258117	0.632063641815979	0.473599053292271	5.14321445623372	2.68943248477758	-1.62337061539957	-2.13384606528592	-0.427158855936908	-1.48673780390038	0.719408518449667	-1.04160329866577	-0.250763331552945	0.00239672226938081	4.75429339788398	1.70425994509469	0.690877115979674	-0.307198956553869	4.14593233021284	2.69662558923995	-1.04160329866577	0.57075028219121	-0.948893790297144	-2.13384606528592	0.97741105281514	4.63205955567221	4.06764759454132	3.32152973421172	-1.04160329866577	2.42071440181206	-3.33816589584305	-3.33816589584305	4.19246934309479	-1.48673780390038
Tuberculosis_Patient1	-0.198309070629761	-3.37406130441592	3.9439378610173	6.99417847550851	1.08657276424416	2.57038221104289	2.6131878270308	8.82414370502462	-2.98549338660006	4.2545113053835	2.98318177919322	1.02449868232396	3.3466759188011	-1.71246990446885	-3.90749848747515	-3.37406130441592	0.226132153151364	-3.37406130441592	-2.98549338660006	-3.90749848747515	-1.45497310667088	-1.71246990446885	-0.0573789145176785	-0.960655115970579	-1.71246990446885	-3.90749848747515	2.74092236362391	-2.02613123840992	-2.67968333186038	-3.90749848747515	-0.593169076015401	2.76009592406755	2.89341738919766	4.09503652770044	-0.0573789145176785	5.87253928212475	-3.37406130441592	-0.802264927501327	3.12303945532877	6.3542414184656	-3.37406130441592	-2.67968333186038	-0.248520560238521	4.30325299887148	-1.138603957176	-0.529702587422242	4.88659139038037	-0.960655115970579	-0.102842982463618	3.58035757787363	-1.34163141106617	0.639005296895693	3.62983813958053	3.68438432705755	-0.0573789145176785	1.3622590906759	-1.45497310667088	0.226132153151364	-2.02613123840992	-2.98549338660006	3.91286450481482	-0.300542819447565	2.68182365333322	-0.960655115970579	-2.98549338660006	-1.04688764239664	-0.468910839309776	-2.98549338660006	1.00319927266885	0.297859880524312	4.99980361731408	2.89919429437224	-0.6595565496683	-2.21290035479844	-0.102842982463618	-1.138603957176	1.16539019032678	-1.34163141106617	0.0710012904905062	0.297859880524312	4.87344581827357	1.49024817042599	1.12651965532018	0.399178157458855	4.04119218168783	3.82758361944536	-1.71246990446885	0.524069472842007	-0.960655115970579	-1.34163141106617	0.553673201060624	4.37962238333851	3.99877526248292	3.64710639978886	-0.729146905715535	2.4807613695926	-3.37406130441592	-3.90749848747515	3.95784385793499	-2.02613123840992
